,Adverse Event,Age_Grp,Count
4040,Supraventricular tachycardia,under 1 year old,0
4041,Supraventricular tachycardia,1 to 13 years old,0
4042,Supraventricular tachycardia,13 to 18 years old,0
4043,Supraventricular tachycardia,18 to 40,1
4044,Supraventricular tachycardia,18 to 65 years old,1
4045,Supraventricular tachycardia,over 65 years old,0
4046,Heart rate increased,Unknown Age,4
4047,Heart rate increased,under 1 year old,0
4048,Heart rate increased,1 to 13 years old,0
4049,Heart rate increased,13 to 18 years old,0
4050,Heart rate increased,18 to 40,2
4051,Heart rate increased,18 to 65 years old,11
4052,Heart rate increased,over 65 years old,6
4053,Incorrect dose administered,Unknown Age,159
4054,Incorrect dose administered,under 1 year old,5
4055,Incorrect dose administered,1 to 13 years old,2
4056,Incorrect dose administered,13 to 18 years old,10
4057,Incorrect dose administered,18 to 40,19
4058,Incorrect dose administered,18 to 65 years old,4
4059,Incorrect dose administered,over 65 years old,48
4060,Dyspnoea exertional,Unknown Age,0
4061,Dyspnoea exertional,under 1 year old,0
4062,Dyspnoea exertional,1 to 13 years old,0
4063,Dyspnoea exertional,13 to 18 years old,0
4064,Dyspnoea exertional,18 to 40,1
4065,Dyspnoea exertional,18 to 65 years old,5
4066,Dyspnoea exertional,over 65 years old,3
4067,Interstitial lung disease,Unknown Age,0
4068,Interstitial lung disease,under 1 year old,0
4069,Interstitial lung disease,1 to 13 years old,0
4070,Interstitial lung disease,13 to 18 years old,0
4071,Interstitial lung disease,18 to 40,1
4072,Interstitial lung disease,18 to 65 years old,2
4073,Interstitial lung disease,over 65 years old,3
4074,Iron deficiency,Unknown Age,0
4075,Iron deficiency,under 1 year old,0
4076,Iron deficiency,1 to 13 years old,0
4077,Iron deficiency,13 to 18 years old,0
4078,Iron deficiency,18 to 40,1
4079,Iron deficiency,18 to 65 years old,0
4080,Iron deficiency,over 65 years old,0
4081,Obstructive airways disorder,Unknown Age,1
4082,Obstructive airways disorder,under 1 year old,0
4083,Obstructive airways disorder,1 to 13 years old,0
4084,Obstructive airways disorder,13 to 18 years old,1
4085,Obstructive airways disorder,18 to 40,1
4086,Obstructive airways disorder,18 to 65 years old,0
4087,Obstructive airways disorder,over 65 years old,0
4088,Pericardial effusion,Unknown Age,0
4089,Pericardial effusion,under 1 year old,0
4090,Pericardial effusion,1 to 13 years old,0
4091,Pericardial effusion,13 to 18 years old,0
4092,Pericardial effusion,18 to 40,2
4093,Pericardial effusion,18 to 65 years old,0
4094,Pericardial effusion,over 65 years old,0
4095,Photophobia,Unknown Age,2
4096,Photophobia,under 1 year old,0
4097,Photophobia,1 to 13 years old,0
4098,Photophobia,13 to 18 years old,0
4099,Photophobia,18 to 40,3
4100,Photophobia,18 to 65 years old,1
4101,Photophobia,over 65 years old,1
4102,Pulmonary function test decreased,Unknown Age,0
4103,Pulmonary function test decreased,under 1 year old,0
4104,Pulmonary function test decreased,1 to 13 years old,0
4105,Pulmonary function test decreased,13 to 18 years old,0
4106,Pulmonary function test decreased,18 to 40,1
4107,Pulmonary function test decreased,18 to 65 years old,0
4108,Pulmonary function test decreased,over 65 years old,0
4109,Treatment noncompliance,Unknown Age,0
4110,Treatment noncompliance,under 1 year old,0
4111,Treatment noncompliance,1 to 13 years old,0
4112,Treatment noncompliance,13 to 18 years old,0
4113,Treatment noncompliance,18 to 40,2
4114,Treatment noncompliance,18 to 65 years old,0
4115,Treatment noncompliance,over 65 years old,1
4116,Bronchial disorder,Unknown Age,0
4117,Bronchial disorder,under 1 year old,0
4118,Bronchial disorder,1 to 13 years old,0
4119,Bronchial disorder,13 to 18 years old,0
4120,Bronchial disorder,18 to 40,0
4121,Bronchial disorder,18 to 65 years old,0
4122,Bronchial disorder,over 65 years old,1
4123,Bronchial obstruction,Unknown Age,0
4124,Bronchial obstruction,under 1 year old,0
4125,Bronchial obstruction,1 to 13 years old,0
4126,Bronchial obstruction,13 to 18 years old,0
4127,Bronchial obstruction,18 to 40,0
4128,Bronchial obstruction,18 to 65 years old,0
4129,Bronchial obstruction,over 65 years old,1
4130,Feeling cold,Unknown Age,7
4131,Feeling cold,under 1 year old,0
4132,Feeling cold,1 to 13 years old,0
4133,Feeling cold,13 to 18 years old,0
4134,Feeling cold,18 to 40,1
4135,Feeling cold,18 to 65 years old,5
4136,Feeling cold,over 65 years old,1
4137,Feeling hot,Unknown Age,4
4138,Feeling hot,under 1 year old,0
4139,Feeling hot,1 to 13 years old,0
4140,Feeling hot,13 to 18 years old,0
4141,Feeling hot,18 to 40,1
4142,Feeling hot,18 to 65 years old,3
4143,Feeling hot,over 65 years old,4
4144,Haematemesis,Unknown Age,3
4145,Haematemesis,under 1 year old,0
4146,Haematemesis,1 to 13 years old,4
4147,Haematemesis,13 to 18 years old,4
4148,Haematemesis,18 to 40,2
4149,Haematemesis,18 to 65 years old,1
4150,Haematemesis,over 65 years old,2
4151,Lung consolidation,Unknown Age,0
4152,Lung consolidation,under 1 year old,0
4153,Lung consolidation,1 to 13 years old,0
4154,Lung consolidation,13 to 18 years old,0
4155,Lung consolidation,18 to 40,0
4156,Lung consolidation,18 to 65 years old,0
4157,Lung consolidation,over 65 years old,1
4158,Lung disorder,Unknown Age,0
4159,Lung disorder,under 1 year old,0
4160,Lung disorder,1 to 13 years old,0
4161,Lung disorder,13 to 18 years old,0
4162,Lung disorder,18 to 40,0
4163,Lung disorder,18 to 65 years old,0
4164,Lung disorder,over 65 years old,1
4165,Lymph node calcification,Unknown Age,0
4166,Lymph node calcification,under 1 year old,0
4167,Lymph node calcification,1 to 13 years old,0
4168,Lymph node calcification,13 to 18 years old,0
4169,Lymph node calcification,18 to 40,0
4170,Lymph node calcification,18 to 65 years old,0
4171,Lymph node calcification,over 65 years old,1
4172,Myocardial infarction,Unknown Age,5
4173,Myocardial infarction,under 1 year old,0
4174,Myocardial infarction,1 to 13 years old,0
4175,Myocardial infarction,13 to 18 years old,0
4176,Myocardial infarction,18 to 40,0
4177,Myocardial infarction,18 to 65 years old,7
4178,Myocardial infarction,over 65 years old,1
4179,Breast cancer,Unknown Age,0
4180,Breast cancer,under 1 year old,0
4181,Breast cancer,1 to 13 years old,0
4182,Breast cancer,13 to 18 years old,0
4183,Breast cancer,18 to 40,0
4184,Breast cancer,18 to 65 years old,4
4185,Breast cancer,over 65 years old,1
4186,Breast conserving surgery,Unknown Age,0
4187,Breast conserving surgery,under 1 year old,0
4188,Breast conserving surgery,1 to 13 years old,0
4189,Breast conserving surgery,13 to 18 years old,0
4190,Breast conserving surgery,18 to 40,0
4191,Breast conserving surgery,18 to 65 years old,4
4192,Breast conserving surgery,over 65 years old,0
4193,Depression,Unknown Age,10
4194,Depression,under 1 year old,0
4195,Depression,1 to 13 years old,1
4196,Depression,13 to 18 years old,1
4197,Depression,18 to 40,2
4198,Depression,18 to 65 years old,9
4199,Depression,over 65 years old,4
4200,Full blood count abnormal,Unknown Age,0
4201,Full blood count abnormal,under 1 year old,0
4202,Full blood count abnormal,1 to 13 years old,0
4203,Full blood count abnormal,13 to 18 years old,0
4204,Full blood count abnormal,18 to 40,0
4205,Full blood count abnormal,18 to 65 years old,4
4206,Full blood count abnormal,over 65 years old,0
4207,Mental disorder,Unknown Age,4
4208,Mental disorder,under 1 year old,0
4209,Mental disorder,1 to 13 years old,0
4210,Mental disorder,13 to 18 years old,0
4211,Mental disorder,18 to 40,1
4212,Mental disorder,18 to 65 years old,7
4213,Mental disorder,over 65 years old,3
4214,Mental impairment,Unknown Age,5
4215,Mental impairment,under 1 year old,0
4216,Mental impairment,1 to 13 years old,0
4217,Mental impairment,13 to 18 years old,0
4218,Mental impairment,18 to 40,1
4219,Mental impairment,18 to 65 years old,6
4220,Mental impairment,over 65 years old,0
4221,Respiratory disorder,Unknown Age,0
4222,Respiratory disorder,under 1 year old,0
4223,Respiratory disorder,1 to 13 years old,0
4224,Respiratory disorder,13 to 18 years old,0
4225,Respiratory disorder,18 to 40,0
4226,Respiratory disorder,18 to 65 years old,4
4227,Respiratory disorder,over 65 years old,0
4228,Brain oedema,Unknown Age,1
4229,Brain oedema,under 1 year old,0
4230,Brain oedema,1 to 13 years old,1
4231,Brain oedema,13 to 18 years old,1
4232,Brain oedema,18 to 40,5
4233,Brain oedema,18 to 65 years old,0
4234,Brain oedema,over 65 years old,0
4235,Cerebral haemorrhage,Unknown Age,0
4236,Cerebral haemorrhage,under 1 year old,0
4237,Cerebral haemorrhage,1 to 13 years old,0
4238,Cerebral haemorrhage,13 to 18 years old,0
4239,Cerebral haemorrhage,18 to 40,3
4240,Cerebral haemorrhage,18 to 65 years old,0
4241,Cerebral haemorrhage,over 65 years old,0
4242,Diffuse axonal injury,Unknown Age,5
4243,Diffuse axonal injury,under 1 year old,0
4244,Diffuse axonal injury,1 to 13 years old,0
4245,Diffuse axonal injury,13 to 18 years old,0
4246,Diffuse axonal injury,18 to 40,3
4247,Diffuse axonal injury,18 to 65 years old,0
4248,Diffuse axonal injury,over 65 years old,0
4249,Hypoglycaemia,Unknown Age,1
4250,Hypoglycaemia,under 1 year old,0
4251,Hypoglycaemia,1 to 13 years old,1
4252,Hypoglycaemia,13 to 18 years old,0
4253,Hypoglycaemia,18 to 40,8
4254,Hypoglycaemia,18 to 65 years old,9
4255,Hypoglycaemia,over 65 years old,7
4256,SJS-TEN overlap,Unknown Age,0
4257,SJS-TEN overlap,under 1 year old,0
4258,SJS-TEN overlap,1 to 13 years old,1
4259,SJS-TEN overlap,13 to 18 years old,2
4260,SJS-TEN overlap,18 to 40,0
4261,SJS-TEN overlap,18 to 65 years old,0
4262,SJS-TEN overlap,over 65 years old,0
4263,Anti-cyclic citrullinated peptide antibody,Unknown Age,1
4264,Anti-cyclic citrullinated peptide antibody,under 1 year old,0
4265,Anti-cyclic citrullinated peptide antibody,1 to 13 years old,0
4266,Anti-cyclic citrullinated peptide antibody,13 to 18 years old,0
4267,Anti-cyclic citrullinated peptide antibody,18 to 40,0
4268,Anti-cyclic citrullinated peptide antibody,18 to 65 years old,0
4269,Anti-cyclic citrullinated peptide antibody,over 65 years old,0
4270,Blood cholesterol increased,Unknown Age,2
4271,Blood cholesterol increased,under 1 year old,0
4272,Blood cholesterol increased,1 to 13 years old,1
4273,Blood cholesterol increased,13 to 18 years old,0
4274,Blood cholesterol increased,18 to 40,0
4275,Blood cholesterol increased,18 to 65 years old,3
4276,Blood cholesterol increased,over 65 years old,2
4277,Hypercholesterolaemia,Unknown Age,1
4278,Hypercholesterolaemia,under 1 year old,0
4279,Hypercholesterolaemia,1 to 13 years old,0
4280,Hypercholesterolaemia,13 to 18 years old,0
4281,Hypercholesterolaemia,18 to 40,0
4282,Hypercholesterolaemia,18 to 65 years old,0
4283,Hypercholesterolaemia,over 65 years old,0
4284,Ammonia increased,Unknown Age,0
4285,Ammonia increased,under 1 year old,0
4286,Ammonia increased,1 to 13 years old,0
4287,Ammonia increased,13 to 18 years old,0
4288,Ammonia increased,18 to 40,1
4289,Ammonia increased,18 to 65 years old,2
4290,Ammonia increased,over 65 years old,1
4291,Blood creatinine increased,Unknown Age,3
4292,Blood creatinine increased,under 1 year old,0
4293,Blood creatinine increased,1 to 13 years old,1
4294,Blood creatinine increased,13 to 18 years old,1
4295,Blood creatinine increased,18 to 40,9
4296,Blood creatinine increased,18 to 65 years old,5
4297,Blood creatinine increased,over 65 years old,12
4298,Blood phosphorus increased,Unknown Age,1
4299,Blood phosphorus increased,under 1 year old,0
4300,Blood phosphorus increased,1 to 13 years old,0
4301,Blood phosphorus increased,13 to 18 years old,0
4302,Blood phosphorus increased,18 to 40,1
4303,Blood phosphorus increased,18 to 65 years old,0
4304,Blood phosphorus increased,over 65 years old,3
4305,Blood sodium decreased,Unknown Age,0
4306,Blood sodium decreased,under 1 year old,0
4307,Blood sodium decreased,1 to 13 years old,0
4308,Blood sodium decreased,13 to 18 years old,0
4309,Blood sodium decreased,18 to 40,1
4310,Blood sodium decreased,18 to 65 years old,0
4311,Blood sodium decreased,over 65 years old,1
4312,C-reactive protein increased,Unknown Age,1
4313,C-reactive protein increased,under 1 year old,0
4314,C-reactive protein increased,1 to 13 years old,0
4315,C-reactive protein increased,13 to 18 years old,0
4316,C-reactive protein increased,18 to 40,5
4317,C-reactive protein increased,18 to 65 years old,2
4318,C-reactive protein increased,over 65 years old,0
4319,Hyperlactacidaemia,Unknown Age,0
4320,Hyperlactacidaemia,under 1 year old,0
4321,Hyperlactacidaemia,1 to 13 years old,1
4322,Hyperlactacidaemia,13 to 18 years old,0
4323,Hyperlactacidaemia,18 to 40,1
4324,Hyperlactacidaemia,18 to 65 years old,0
4325,Hyperlactacidaemia,over 65 years old,0
4326,Platelet count decreased,Unknown Age,1
4327,Platelet count decreased,under 1 year old,0
4328,Platelet count decreased,1 to 13 years old,0
4329,Platelet count decreased,13 to 18 years old,0
4330,Platelet count decreased,18 to 40,1
4331,Platelet count decreased,18 to 65 years old,0
4332,Platelet count decreased,over 65 years old,1
4333,White blood cell count increased,Unknown Age,0
4334,White blood cell count increased,under 1 year old,0
4335,White blood cell count increased,1 to 13 years old,0
4336,White blood cell count increased,13 to 18 years old,0
4337,White blood cell count increased,18 to 40,2
4338,White blood cell count increased,18 to 65 years old,0
4339,White blood cell count increased,over 65 years old,0
4340,Premature delivery,Unknown Age,0
4341,Premature delivery,under 1 year old,0
4342,Premature delivery,1 to 13 years old,0
4343,Premature delivery,13 to 18 years old,0
4344,Premature delivery,18 to 40,14
4345,Premature delivery,18 to 65 years old,1
4346,Premature delivery,over 65 years old,0
4347,Intentional self-injury,Unknown Age,9
4348,Intentional self-injury,under 1 year old,0
4349,Intentional self-injury,1 to 13 years old,0
4350,Intentional self-injury,13 to 18 years old,7
4351,Intentional self-injury,18 to 40,22
4352,Intentional self-injury,18 to 65 years old,1
4353,Intentional self-injury,over 65 years old,0
4354,Erythema multiforme,Unknown Age,3
4355,Erythema multiforme,under 1 year old,0
4356,Erythema multiforme,1 to 13 years old,1
4357,Erythema multiforme,13 to 18 years old,0
4358,Erythema multiforme,18 to 40,1
4359,Erythema multiforme,18 to 65 years old,5
4360,Erythema multiforme,over 65 years old,2
4361,Hyperthermia,Unknown Age,0
4362,Hyperthermia,under 1 year old,0
4363,Hyperthermia,1 to 13 years old,0
4364,Hyperthermia,13 to 18 years old,0
4365,Hyperthermia,18 to 40,0
4366,Hyperthermia,18 to 65 years old,0
4367,Hyperthermia,over 65 years old,1
4368,Delayed sleep phase,Unknown Age,0
4369,Delayed sleep phase,under 1 year old,0
4370,Delayed sleep phase,1 to 13 years old,0
4371,Delayed sleep phase,13 to 18 years old,0
4372,Delayed sleep phase,18 to 40,2
4373,Delayed sleep phase,18 to 65 years old,0
4374,Delayed sleep phase,over 65 years old,0
4375,Depersonalisation/derealisation disorder,Unknown Age,0
4376,Depersonalisation/derealisation disorder,under 1 year old,0
4377,Depersonalisation/derealisation disorder,1 to 13 years old,0
4378,Depersonalisation/derealisation disorder,13 to 18 years old,0
4379,Depersonalisation/derealisation disorder,18 to 40,2
4380,Depersonalisation/derealisation disorder,18 to 65 years old,0
4381,Depersonalisation/derealisation disorder,over 65 years old,0
4382,Derealisation,Unknown Age,0
4383,Derealisation,under 1 year old,0
4384,Derealisation,1 to 13 years old,0
4385,Derealisation,13 to 18 years old,0
4386,Derealisation,18 to 40,2
4387,Derealisation,18 to 65 years old,0
4388,Derealisation,over 65 years old,0
4389,Dissociative disorder,Unknown Age,1
4390,Dissociative disorder,under 1 year old,0
4391,Dissociative disorder,1 to 13 years old,0
4392,Dissociative disorder,13 to 18 years old,0
4393,Dissociative disorder,18 to 40,4
4394,Dissociative disorder,18 to 65 years old,0
4395,Dissociative disorder,over 65 years old,0
4396,Disturbance in attention,Unknown Age,1
4397,Disturbance in attention,under 1 year old,0
4398,Disturbance in attention,1 to 13 years old,0
4399,Disturbance in attention,13 to 18 years old,0
4400,Disturbance in attention,18 to 40,9
4401,Disturbance in attention,18 to 65 years old,0
4402,Disturbance in attention,over 65 years old,2
4403,Drug use disorder,Unknown Age,4
4404,Drug use disorder,under 1 year old,0
4405,Drug use disorder,1 to 13 years old,0
4406,Drug use disorder,13 to 18 years old,0
4407,Drug use disorder,18 to 40,4
4408,Drug use disorder,18 to 65 years old,1
4409,Drug use disorder,over 65 years old,7
4410,Dysphoria,Unknown Age,1
4411,Dysphoria,under 1 year old,0
4412,Dysphoria,1 to 13 years old,0
4413,Dysphoria,13 to 18 years old,0
4414,Dysphoria,18 to 40,2
4415,Dysphoria,18 to 65 years old,0
4416,Dysphoria,over 65 years old,0
4417,Euphoric mood,Unknown Age,1
4418,Euphoric mood,under 1 year old,0
4419,Euphoric mood,1 to 13 years old,0
4420,Euphoric mood,13 to 18 years old,0
4421,Euphoric mood,18 to 40,2
4422,Euphoric mood,18 to 65 years old,6
4423,Euphoric mood,over 65 years old,0
4424,Hyperphagia,Unknown Age,0
4425,Hyperphagia,under 1 year old,0
4426,Hyperphagia,1 to 13 years old,0
4427,Hyperphagia,13 to 18 years old,0
4428,Hyperphagia,18 to 40,2
4429,Hyperphagia,18 to 65 years old,0
4430,Hyperphagia,over 65 years old,0
4431,Irritability,Unknown Age,1
4432,Irritability,under 1 year old,0
4433,Irritability,1 to 13 years old,7
4434,Irritability,13 to 18 years old,0
4435,Irritability,18 to 40,2
4436,Irritability,18 to 65 years old,0
4437,Irritability,over 65 years old,0
4438,Mood swings,Unknown Age,0
4439,Mood swings,under 1 year old,0
4440,Mood swings,1 to 13 years old,0
